    #index           Reference          Calculated         Polynomials    Electrostatics (Permanent + Induced)    
      1380      8.40000000e-02     -5.03699735e-02      6.94998966e-02                         -1.19869870e-01    
      1381     -1.05000000e+00      1.06005382e+00      6.07005331e-01                          4.53048490e-01    
      1382      3.45000000e-01      1.04473981e+00      7.27149411e-01                          3.17590402e-01    
      1383     -2.08370000e+01     -1.49843006e+01     -1.63060368e+01                          1.32173620e+00    
      1384      5.80000000e-02     -3.03339734e-01     -1.48566654e-01                         -1.54773080e-01    
      1385     -4.74400000e+00     -4.73694412e+00     -3.45395301e+00                         -1.28299111e+00    
      1386     -9.66000000e-01     -1.02159890e+00      4.74332786e-01                         -1.49593169e+00    
      1387     -1.85700000e+00     -3.37461629e-01     -5.32662419e-01                          1.95200789e-01    
      1388     -4.18000000e-01      1.07643625e-01      4.52415907e-01                         -3.44772282e-01    
      1389     -6.94000000e-01     -7.99326351e-01     -4.40883647e-02                         -7.55237986e-01    
      1390      8.17000000e-01      9.78603368e-01      1.28156052e+00                         -3.02957151e-01    
      1391     -2.40690000e+01     -2.16398562e+01     -1.69716613e+01                         -4.66819494e+00    
      1392      1.36000000e+00      1.00805999e+00      3.71104742e-01                          6.36955243e-01    
      1393     -8.63000000e-01      6.61043117e-01      6.14015758e-01                          4.70273595e-02    
      1394     -8.03000000e-01     -1.89661352e+00     -3.37550461e-01                         -1.55906306e+00    
      1395     -1.27000000e-01      1.09248168e-01      1.26663988e+00                         -1.15739171e+00    
      1396     -1.87530000e+01     -1.68332661e+01     -1.61044834e+01                         -7.28782723e-01    
      1397      3.59600000e+00      2.94118267e+00      2.38014850e-01                          2.70316782e+00    
      1398      1.36400000e+00      1.59189320e+00     -1.67565867e-01                          1.75945907e+00    
      1399      2.24000000e+00      2.10615113e+00      1.78677976e+00                          3.19371370e-01    
      1400     -1.34300000e+00     -1.74508768e+00     -1.68065066e+00                         -6.44370200e-02    
      1401     -6.99400000e+00     -5.18027353e+00     -6.34013815e+00                          1.15986461e+00    
      1402      3.48000000e-01     -1.02413262e+00     -1.53037575e+00                          5.06243132e-01    
      1403      1.23500000e+00      1.34445579e+00      1.33628036e+00                          8.17543008e-03    
      1404     -1.95000000e+00     -2.33749612e+00     -2.07452640e+00                         -2.62969722e-01    
      1405     -1.39150000e+01     -1.43716613e+01     -1.55288067e+01                          1.15714542e+00    
      1406     -3.46000000e-01     -2.11191788e-02     -1.45444743e-01                          1.24325564e-01    
      1407     -2.09800000e+00     -2.31186281e-01     -1.29777524e-01                         -1.01408757e-01    
      1408     -3.42900000e+00     -5.11407387e+00     -5.55567812e+00                          4.41604253e-01    
      1409     -3.32500000e+00     -4.20319230e+00     -3.24493097e+00                         -9.58261330e-01    
      1410      1.19100000e+00      1.14437640e+00      5.01224378e-01                          6.43152019e-01    
      1411      1.57400000e+00     -9.73485619e-02     -7.44466756e-01                          6.47118194e-01    
      1412     -9.10000000e-02      2.04715651e+00      1.97677996e+00                          7.03765462e-02    
      1413     -2.24000000e-01     -7.66808438e-01     -4.60441715e-01                         -3.06366723e-01    
      1414      3.32000000e-01      3.48176527e-01      1.76132003e-01                          1.72044524e-01    
      1415     -4.73000000e-01     -6.03471916e-01     -7.04922021e-01                          1.01450105e-01    
      1416      1.82000000e-01      1.84760577e+00      4.89613400e-01                          1.35799237e+00    
      1417      2.01900000e+00      1.90634349e+00     -8.31117417e-01                          2.73746091e+00    
      1418     -1.69000000e-01      5.55292358e-02     -5.72165182e-01                          6.27694418e-01    
      1419     -1.14710000e+01     -1.37882427e+01     -1.20058916e+01                         -1.78235108e+00    
      1420      1.33120000e+01      7.20879667e+00      4.89056736e+00                          2.31822931e+00    
      1421     -6.95000000e-01      2.08296884e-01     -1.02202436e-02                          2.18517128e-01    
      1422      1.14600000e+00      5.56955032e-01      1.39757607e+00                         -8.40621034e-01    
      1423      8.13000000e-01      1.05436141e+00     -3.00560303e-01                          1.35492171e+00    
      1424     -1.22100000e+00      6.00283665e-01      2.00571490e+00                         -1.40543123e+00    
      1425      5.02000000e-01     -1.01272962e+00     -1.85624463e+00                          8.43515015e-01    
      1426     -9.40000000e-02     -2.28860359e-01     -2.14006780e+00                          1.91120744e+00    
      1427      2.01000000e-01      8.53287032e-01      6.78785009e-01                          1.74502022e-01    
      1428     -1.79880000e+01     -1.63148364e+01     -1.15274041e+01                         -4.78743225e+00    
      1429      1.85700000e+00      1.67068813e+00      1.01283507e+00                          6.57853050e-01    
      1430     -5.29000000e-01     -1.24785410e+00     -4.23506555e+00                          2.98721144e+00    
      1431      4.25300000e+00      1.25825670e+00     -2.14143195e+00                          3.39968865e+00    
      1432     -3.27000000e+00     -3.31410180e+00     -5.05631443e+00                          1.74221264e+00    
      1433     -1.43400000e+00     -8.41664512e-01      3.13789839e-01                         -1.15545435e+00    
      1434      1.65200000e+00      3.46374790e+00      3.15263228e-01                          3.14848467e+00    
      1435      3.75000000e-01     -6.26548094e-01     -6.18736233e-01                         -7.81186099e-03    
      1436     -3.12000000e+00     -3.45402292e+00     -1.98748396e+00                         -1.46653896e+00    
      1437      1.41800000e+00      1.43998190e+00      1.02855460e+00                          4.11427300e-01    
      1438      3.81000000e-01      1.12255138e+00      1.28947677e+00                         -1.66925394e-01    
      1439     -1.98000000e-01      5.22940881e-01      1.25150989e+00                         -7.28569006e-01    
      1440     -3.59000000e-01      4.65961143e-01      9.35065457e-01                         -4.69104314e-01    
      1441     -1.15100000e+00     -2.62597988e+00     -3.71353174e+00                          1.08755186e+00    
      1442     -2.47800000e+00     -2.33670004e+00     -1.73443536e+00                         -6.02264684e-01    
      1443     -5.46000000e-01     -6.70251256e-01     -6.09106211e-01                         -6.11450451e-02    
      1444      4.69000000e-01      2.47322564e-03     -3.74158209e-01                          3.76631434e-01    
      1445     -7.18000000e-01     -2.23677043e-01     -4.82319771e-02                         -1.75445066e-01    
      1446     -1.08700000e+00     -2.38359385e-01     -4.33185272e-01                          1.94825886e-01    
      1447     -3.24000000e-01      3.14412124e-01     -2.28734456e+00                          2.60175668e+00    
      1448      2.99200000e+00      3.85730975e+00      3.75455107e+00                          1.02758680e-01    
      1449     -9.19000000e+00     -5.14001999e+00     -6.63874218e+00                          1.49872219e+00    
      1450      1.51600000e+00      1.22642160e+00      3.58781511e-01                          8.67640089e-01    
      1451     -4.15100000e+00     -4.33631763e+00     -4.87308172e+00                          5.36764089e-01    
      1452     -2.54100000e+00     -2.74504517e+00     -6.97126307e+00                          4.22621791e+00    
      1453     -2.31800000e+00     -1.15054210e+00     -1.44218105e+00                          2.91638948e-01    
      1454     -7.38000000e-01     -4.28578883e-01     -5.62504110e-01                          1.33925227e-01    
