#     index      Reference     Calculated        Error^2    
      2211 1.11930817e+02 1.12785619e+02 7.30685510e-01    
      2212 6.72818175e+01 6.07796500e+01 4.22781824e+01    
      2213 1.74292817e+02 1.73271973e+02 1.04212410e+00    
      2214 1.63625817e+02 1.56922294e+02 4.49372265e+01    
      2215 1.50730817e+02 1.46374253e+02 1.89796582e+01    
      2216 1.38648817e+02 1.44908513e+02 3.91837900e+01    
      2217 1.14799817e+02 1.21818722e+02 4.92650219e+01    
      2218 1.20084817e+02 1.35698328e+02 2.43781717e+02    
      2219 1.73913817e+02 1.80381293e+02 4.18282334e+01    
      2220 1.14440817e+02 1.09763345e+02 2.18787508e+01    
      2221 2.47646817e+02 2.17368218e+02 9.16793606e+02    
      2222 1.71252817e+02 1.68433384e+02 7.94920709e+00    
      2223 7.58418175e+01 7.36438063e+01 4.83125295e+00    
      2224 1.34839817e+02 1.37271943e+02 5.91523573e+00    
      2225 1.27972817e+02 1.31530528e+02 1.26573065e+01    
      2226 1.00272817e+02 9.39801204e+01 3.95980365e+01    
      2227 1.71737817e+02 1.78930240e+02 5.17309402e+01    
      2228 2.16492817e+02 2.19098743e+02 6.79084755e+00    
      2229 9.11318175e+01 8.60747335e+01 2.55740984e+01    
      2230 7.69098175e+01 7.85995960e+01 2.85535156e+00    
      2231 6.73138175e+01 7.18696031e+01 2.07551829e+01    
      2232 1.50510817e+02 1.35225894e+02 2.33628890e+02    
      2233 1.49242817e+02 1.46825708e+02 5.84241680e+00    
      2234 1.23434817e+02 1.16864739e+02 4.31659301e+01    
      2235 7.73368175e+01 7.67940519e+01 2.94594448e-01    
      2236 1.29792817e+02 1.30596836e+02 6.46445729e-01    
      2237 1.00030817e+02 1.00634922e+02 3.64941956e-01    
      2238 6.26868175e+01 6.15459755e+01 1.30152038e+00    
      2239 1.06759817e+02 1.02053738e+02 2.21471876e+01    
      2240 1.50686817e+02 1.45674127e+02 2.51270701e+01    
      2241 1.63062817e+02 1.39712235e+02 5.45249692e+02    
      2242 6.75688175e+01 6.72560357e+01 9.78324505e-02    
      2243 9.67408175e+01 9.88228722e+01 4.33495171e+00    
      2244 1.43681817e+02 1.41133410e+02 6.49438277e+00    
      2245 7.97138175e+01 7.86023800e+01 1.23529320e+00    
      2246 2.06709817e+02 2.06964897e+02 6.50655599e-02    
      2247 1.14842817e+02 1.04023454e+02 1.17058619e+02    
      2248 1.45573817e+02 1.35974131e+02 9.21539734e+01    
      2249 8.88518175e+01 9.24046313e+01 1.26224860e+01    
      2250 1.33613817e+02 1.35489062e+02 3.51654184e+00    
      2251 9.75878175e+01 1.01547603e+02 1.56799014e+01    
      2252 1.40390817e+02 1.39567602e+02 6.77683250e-01    
      2253 8.51898175e+01 8.97950524e+01 2.12081892e+01    
      2254 1.72210817e+02 1.68232333e+02 1.58283405e+01    
      2255 1.17090817e+02 1.23898049e+02 4.63384068e+01    
      2256 9.01318175e+01 8.66310758e+01 1.22551925e+01    
      2257 8.29048175e+01 8.06316050e+01 5.16749509e+00    
      2258 1.31089817e+02 1.34922051e+02 1.46860147e+01    
      2259 1.38920817e+02 1.44505265e+02 3.11860563e+01    
      2260 9.26588175e+01 8.88733428e+01 1.43298185e+01    
      2261 9.69248175e+01 1.05856311e+02 7.97715835e+01    
      2262 2.09747817e+02 2.27517446e+02 3.15759691e+02    
      2263 1.83973817e+02 1.84553884e+02 3.36476903e-01    
      2264 9.83898175e+01 1.02669798e+02 1.83182307e+01    
      2265 1.19596817e+02 1.14125625e+02 2.99339435e+01    
      2266 1.21724817e+02 1.27468183e+02 3.29862480e+01    
      2267 1.09912817e+02 1.04128390e+02 3.34595983e+01    
      2268 1.00495817e+02 1.02163763e+02 2.78204181e+00    
      2269 1.22062817e+02 1.14667343e+02 5.46930450e+01    
      2270 1.16844817e+02 1.12959876e+02 1.50927722e+01    
      2271 1.07937817e+02 1.08219756e+02 7.94891694e-02    
      2272 8.97438175e+01 9.56454103e+01 3.48287984e+01    
      2273 1.47366817e+02 1.48361613e+02 9.89618030e-01    
      2274 6.53438175e+01 6.96417311e+01 1.84720616e+01    
      2275 1.45910817e+02 1.55941002e+02 1.00604604e+02    
      2276 7.57158175e+01 7.42646441e+01 2.10590423e+00    
      2277 7.12898175e+01 7.47852067e+01 1.22177458e+01    
      2278 1.23338817e+02 1.23974113e+02 4.03600406e-01    
      2279 1.07657817e+02 9.49555096e+01 1.61348625e+02    
      2280 1.06477817e+02 1.15852011e+02 8.78754966e+01    
      2281 8.19328175e+01 8.61055330e+01 1.74115546e+01    
      2282 1.39156817e+02 1.35712322e+02 1.18645498e+01    
      2283 1.33735817e+02 1.34493364e+02 5.73876051e-01    
      2284 1.19459817e+02 1.15738018e+02 1.38517939e+01    
      2285 8.51458175e+01 8.80764348e+01 8.58851767e+00    
      2286 5.24428175e+01 5.31686562e+01 5.26841860e-01    
      2287 1.12727817e+02 1.09474527e+02 1.05839020e+01    
      2288 1.45413817e+02 1.43319074e+02 4.38794901e+00    
      2289 8.63978175e+01 8.47901900e+01 2.58446597e+00    
      2290 9.23838175e+01 9.29377614e+01 3.06853885e-01    
      2291 1.05014817e+02 1.06612919e+02 2.55392730e+00    
      2292 2.04121817e+02 2.10653527e+02 4.26632316e+01    
      2293 2.64728817e+02 2.14505751e+02 2.52235639e+03    
      2294 9.26518175e+01 9.25687553e+01 6.89932335e-03    
      2295 7.65328175e+01 7.85222777e+01 3.95795203e+00    
      2296 1.19379817e+02 1.17333092e+02 4.18908620e+00    
      2297 1.19504817e+02 1.27457199e+02 6.32403745e+01    
      2298 2.28776817e+02 2.36959667e+02 6.69590313e+01    
      2299 1.11273817e+02 1.07423702e+02 1.48233919e+01    
      2300 1.89218817e+02 1.88651923e+02 3.21369834e-01    
      2301 1.92836817e+02 1.92446554e+02 1.52305250e-01    
      2302 2.15528817e+02 2.06136846e+02 8.82091303e+01    
      2303 1.29131817e+02 1.39735135e+02 1.12430340e+02    
      2304 9.89088175e+01 9.82535199e+01 4.29414960e-01    
      2305 1.34756817e+02 1.45189128e+02 1.08833103e+02    
      2306 1.17017817e+02 1.17900224e+02 7.78641143e-01    
      2307 1.24685817e+02 1.29586920e+02 2.40208081e+01    
      2308 1.81986817e+02 1.87401956e+02 2.93237273e+01    
      2309 1.22269817e+02 1.22718035e+02 2.00898689e-01    
      2310 9.37018175e+01 9.49030745e+01 1.44301842e+00    
      2311 1.35680817e+02 1.38018145e+02 5.46309837e+00    
      2312 1.98068817e+02 2.06542110e+02 7.17966923e+01    
      2313 1.60151817e+02 1.55442195e+02 2.21805439e+01    
      2314 1.96125817e+02 1.92968092e+02 9.97123171e+00    
      2315 1.44109817e+02 1.33376715e+02 1.15199483e+02    
      2316 1.42852817e+02 1.38170352e+02 2.19254840e+01    
      2317 1.33862817e+02 1.28766013e+02 2.59774127e+01    
      2318 1.25203817e+02 1.27440296e+02 5.00183616e+00    
      2319 1.63208817e+02 1.58395360e+02 2.31693716e+01    
      2320 1.38787817e+02 1.34406105e+02 1.91994072e+01    
      2321 9.96338175e+01 9.77715007e+01 3.46822377e+00    
      2322 2.43293817e+02 2.34820900e+02 7.17903253e+01    
      2323 1.36926817e+02 1.34226505e+02 7.29168943e+00    
      2324 1.93103817e+02 1.91226766e+02 3.52332044e+00    
      2325 2.80353817e+02 2.48492658e+02 1.01513347e+03    
      2326 1.70387817e+02 1.72593927e+02 4.86692094e+00    
      2327 1.21720817e+02 1.16444862e+02 2.78357095e+01    
      2328 1.11804817e+02 1.14135155e+02 5.43047488e+00    
      2329 1.16048817e+02 1.20838828e+02 2.29442049e+01    
      2330 2.65125817e+02 2.61792902e+02 1.11083279e+01    
      2331 1.10787817e+02 1.03824673e+02 4.84853754e+01    
      2332 1.06711817e+02 1.12144772e+02 2.95169943e+01    
      2333 9.53598175e+01 9.80904031e+01 7.45609771e+00    
      2334 8.90498175e+01 9.32083049e+01 1.72930177e+01    
      2335 1.21061817e+02 1.18311684e+02 7.56323450e+00    
      2336 2.00225817e+02 1.90372515e+02 9.70875608e+01    
      2337 1.38449817e+02 1.43558177e+02 2.60953377e+01    
      2338 7.83938175e+01 8.13754215e+01 8.88996286e+00    
      2339 8.29728175e+01 8.28036497e+01 2.86177229e-02    
      2340 1.23679817e+02 1.12267316e+02 1.30245198e+02    
      2341 9.80308175e+01 9.91129687e+01 1.17105136e+00    
      2342 1.27382817e+02 1.24977160e+02 5.78718905e+00    
      2343 1.11851817e+02 1.15327809e+02 1.20825163e+01    
      2344 7.15258175e+01 7.66810806e+01 2.65767376e+01    
      2345 9.02158175e+01 9.07503633e+01 2.85739228e-01    
      2346 1.43109817e+02 1.35906548e+02 5.18870881e+01    
      2347 1.19803817e+02 1.26628111e+02 4.65709826e+01    
      2348 7.88838175e+01 7.89582200e+01 5.53573662e-03    
      2349 1.12050817e+02 1.09503687e+02 6.48787396e+00    
      2350 1.55911817e+02 1.58362141e+02 6.00408407e+00    
      2351 1.34288817e+02 1.31236934e+02 9.31399062e+00    
      2352 1.39394817e+02 1.35736538e+02 1.33830120e+01    
      2353 6.70738175e+01 6.22515092e+01 2.32546574e+01    
      2354 1.10627817e+02 1.20370637e+02 9.49225418e+01    
      2355 1.44545817e+02 1.43854960e+02 4.77284481e-01    
      2356 1.05069817e+02 1.14367389e+02 8.64448343e+01    
      2357 1.49641817e+02 1.36589085e+02 1.70373821e+02    
      2358 1.08125817e+02 1.12603765e+02 2.00520158e+01    
      2359 1.98227817e+02 2.08793067e+02 1.11624489e+02    
      2360 2.09157817e+02 2.09486775e+02 1.08213123e-01    
      2361 1.62013817e+02 1.57075046e+02 2.43914589e+01    
      2362 1.06096817e+02 1.11344605e+02 2.75392731e+01    
      2363 1.10636817e+02 1.05104055e+02 3.06114613e+01    
      2364 9.36428175e+01 8.84875167e+01 2.65771257e+01    
      2365 7.20748175e+01 7.45514594e+01 6.13375539e+00    
      2366 1.07940817e+02 1.12174674e+02 1.79255382e+01    
      2367 1.01384817e+02 9.51182735e+01 3.92695727e+01    
      2368 7.42018175e+01 7.22855951e+01 3.67190813e+00    
      2369 1.81817817e+02 1.68006431e+02 1.90754405e+02    
      2370 6.21908175e+01 5.91373332e+01 9.32376601e+00    
      2371 1.04541817e+02 1.08810765e+02 1.82239090e+01    
      2372 7.32428175e+01 7.63811213e+01 9.84895120e+00    
      2373 1.25033817e+02 1.25607920e+02 3.29594152e-01    
      2374 9.26288175e+01 8.87387445e+01 1.51326677e+01    
      2375 1.05000817e+02 1.04041906e+02 9.19511187e-01    
      2376 7.93018175e+01 7.74701777e+01 3.35490411e+00    
      2377 1.18670817e+02 1.20870297e+02 4.83770873e+00    
      2378 1.32776817e+02 1.35943933e+02 1.00306221e+01    
      2379 8.99228175e+01 8.86755983e+01 1.55555573e+00    
      2380 1.43924817e+02 1.38519718e+02 2.92151011e+01    
      2381 1.20921817e+02 1.20027769e+02 7.99322709e-01    
      2382 1.20078817e+02 1.20745719e+02 4.44757992e-01    
      2383 1.14975817e+02 1.06557552e+02 7.08671888e+01    
      2384 1.66340817e+02 1.64268948e+02 4.29264357e+00    
      2385 1.40008817e+02 1.46131172e+02 3.74832293e+01    
      2386 1.25583817e+02 1.23973277e+02 2.59384052e+00    
      2387 1.52916817e+02 1.36313403e+02 2.75673370e+02    
      2388 2.00429817e+02 1.98222277e+02 4.87323694e+00    
      2389 1.03729817e+02 1.01507702e+02 4.93779892e+00    
      2390 9.94008175e+01 1.06642911e+02 5.24479196e+01    
      2391 2.08411817e+02 1.74422876e+02 1.15524815e+03    
      2392 1.42538817e+02 1.34392363e+02 6.63647164e+01    
      2393 1.33108817e+02 1.28814629e+02 1.84400513e+01    
      2394 9.75048175e+01 1.00203199e+02 7.28126261e+00    
      2395 1.24519817e+02 1.19927773e+02 2.10868710e+01    
      2396 1.42276817e+02 1.45114122e+02 8.05029652e+00    
      2397 1.11735817e+02 1.12539808e+02 6.46401087e-01    
      2398 1.02426817e+02 9.90040268e+01 1.17154963e+01    
      2399 5.91828175e+01 5.46929598e+01 2.01588215e+01    
      2400 1.57857817e+02 1.49960005e+02 6.23754470e+01    
      2401 2.10380817e+02 1.83007237e+02 7.49312904e+02    
      2402 1.16785817e+02 1.19689500e+02 8.43137246e+00    
      2403 1.18404817e+02 1.22652596e+02 1.80436258e+01    
      2404 1.08121817e+02 1.09216490e+02 1.19830896e+00    
      2405 1.33908817e+02 1.35411831e+02 2.25904817e+00    
      2406 1.02737817e+02 1.05860716e+02 9.75249668e+00    
      2407 7.81668175e+01 8.26985800e+01 2.05368720e+01    
      2408 1.58883817e+02 1.64303909e+02 2.93773896e+01    
      2409 1.34890817e+02 1.40597561e+02 3.25669226e+01    
      2410 1.08359817e+02 9.94648580e+01 7.91203046e+01    
      2411 1.19031817e+02 1.15087611e+02 1.55567684e+01    
      2412 1.08177817e+02 9.97529601e+01 7.09782216e+01    
      2413 1.04437817e+02 1.00963286e+02 1.20723685e+01    
      2414 2.27297817e+02 2.30338338e+02 9.24476654e+00    
      2415 1.62323817e+02 1.65698906e+02 1.13912234e+01    
      2416 1.70784817e+02 1.61363457e+02 8.87620293e+01    
      2417 1.18965817e+02 1.16556523e+02 5.80469759e+00    
      2418 1.62925817e+02 1.53648383e+02 8.60707866e+01    
      2419 1.16094817e+02 1.15464075e+02 3.97836124e-01    
      2420 1.50323817e+02 1.52692133e+02 5.60892007e+00    
      2421 5.99248175e+01 6.45884298e+01 2.17492795e+01    
      2422 1.23435817e+02 1.32669326e+02 8.52576748e+01    
      2423 1.22472817e+02 1.13128451e+02 8.73171876e+01    
      2424 1.11430817e+02 1.09075045e+02 5.54966426e+00    
      2425 8.48738175e+01 9.52065088e+01 1.06764510e+02    
      2426 2.04311817e+02 1.90667776e+02 1.86159859e+02    
      2427 1.07854817e+02 1.05954594e+02 3.61085057e+00    
      2428 1.78808817e+02 1.83732979e+02 2.42473684e+01    
      2429 9.37918175e+01 8.51666511e+01 7.43934951e+01    
      2430 1.09306817e+02 1.04983275e+02 1.86930218e+01    
      2431 1.14792817e+02 1.18118911e+02 1.10628949e+01    
      2432 8.92238175e+01 8.86087491e+01 3.78309140e-01    
      2433 1.14266817e+02 1.12560482e+02 2.91157903e+00    
      2434 7.30188175e+01 7.40430104e+01 1.04897116e+00    
      2435 9.61908175e+01 9.14260541e+01 2.27029695e+01    
      2436 1.46919817e+02 1.44338676e+02 6.66229381e+00    
      2437 1.34827817e+02 1.38386683e+02 1.26655263e+01    
      2438 1.29941817e+02 1.38567311e+02 7.43991395e+01    
      2439 9.78658175e+01 9.68019815e+01 1.13174702e+00    
      2440 1.32954817e+02 1.25042976e+02 6.25972317e+01    
      2441 1.46428817e+02 1.40611348e+02 3.38429501e+01    
      2442 1.22926817e+02 1.25982009e+02 9.33419792e+00    
      2443 8.92178175e+01 9.59420820e+01 4.52157334e+01    
      2444 7.92778175e+01 8.10099526e+01 3.00029218e+00    
      2445 1.03450817e+02 9.67141879e+01 4.53821778e+01    
      2446 1.40762817e+02 1.39114952e+02 2.71546139e+00    
      2447 1.09211817e+02 1.09577346e+02 1.33610797e-01    
      2448 1.65182817e+02 1.52910144e+02 1.50618518e+02    
      2449 1.27043817e+02 1.25909782e+02 1.28603540e+00    
      2450 1.43492817e+02 1.52242827e+02 7.65626638e+01    
      2451 1.56257817e+02 1.57453237e+02 1.42902728e+00    
      2452 1.09427817e+02 1.07217588e+02 4.88511428e+00    
      2453 1.65817817e+02 1.66681804e+02 7.46473132e-01    
      2454 1.07462817e+02 1.07225744e+02 5.62036215e-02    
      2455 8.54088175e+01 8.11985433e+01 1.77264085e+01    
      2456 1.18388817e+02 9.56187460e+01 5.18476153e+02    
      2457 9.51388175e+01 9.73596458e+01 4.93207848e+00    
      2458 6.60488175e+01 6.14642261e+01 2.10184782e+01    
      2459 1.30377817e+02 1.26419704e+02 1.56666584e+01    
      2460 1.47133817e+02 1.54967110e+02 6.13604672e+01    
      2461 1.04285817e+02 1.05379715e+02 1.19661131e+00    
      2462 9.43098175e+01 9.31352926e+01 1.37950863e+00    
      2463 9.20208175e+01 8.40269205e+01 6.39023893e+01    
      2464 1.08361817e+02 1.11148758e+02 7.76704029e+00    
      2465 6.63088175e+01 6.54169962e+01 7.95345216e-01    
      2466 1.90890817e+02 1.91686552e+02 6.33193691e-01    
      2467 1.51319817e+02 1.38984917e+02 1.52149762e+02    
      2468 1.19627817e+02 1.24932299e+02 2.81375261e+01    
      2469 1.81306817e+02 1.81991763e+02 4.69150800e-01    
      2470 1.28021817e+02 1.29062808e+02 1.08366104e+00    
      2471 1.32821817e+02 1.30458377e+02 5.58585054e+00    
      2472 1.47685817e+02 1.47471323e+02 4.60077947e-02    
      2473 1.66229817e+02 1.63971943e+02 5.09799803e+00    
      2474 1.26632817e+02 1.25159940e+02 2.16936840e+00    
      2475 1.11156817e+02 1.06851814e+02 1.85330559e+01    
      2476 1.55893817e+02 1.55170922e+02 5.22578177e-01    
      2477 9.84308175e+01 9.83065798e+01 1.54350054e-02    
      2478 9.85668175e+01 1.06755316e+02 6.70515074e+01    
      2479 1.12420817e+02 1.23128663e+02 1.14657959e+02    
      2480 6.01168175e+01 5.57725967e+01 1.88722540e+01    
      2481 1.19218817e+02 1.14335571e+02 2.38460949e+01    
      2482 1.00293817e+02 9.67878476e+01 1.22918248e+01    
      2483 1.80508817e+02 1.71661945e+02 7.82671489e+01    
      2484 1.26846817e+02 1.26730016e+02 1.36426307e-02    
      2485 1.87520817e+02 1.87405836e+02 1.32206452e-02    
      2486 1.83737817e+02 1.77617940e+02 3.74529029e+01    
      2487 1.89443817e+02 1.87254043e+02 4.79511397e+00    
      2488 1.29759817e+02 1.24018312e+02 3.29648838e+01    
      2489 1.17480817e+02 1.19251637e+02 3.13580042e+00    
      2490 1.31291817e+02 1.40570893e+02 8.61012468e+01    
      2491 1.13321817e+02 1.11747966e+02 2.47700922e+00    
      2492 1.22647817e+02 1.29516003e+02 4.71719679e+01    
      2493 1.64713817e+02 1.76547101e+02 1.40026599e+02    
      2494 1.12243817e+02 1.15321626e+02 9.47290615e+00    
      2495 9.18338175e+01 8.87444759e+01 9.54403107e+00    
      2496 1.17633817e+02 1.12526749e+02 2.60821525e+01    
      2497 6.53198175e+01 6.25687665e+01 7.56828165e+00    
      2498 1.50305817e+02 1.60215813e+02 9.82080095e+01    
      2499 2.13889817e+02 1.99101162e+02 2.18704323e+02    
      2500 1.28268817e+02 1.27604944e+02 4.40727961e-01    
      2501 1.26970817e+02 1.26694476e+02 7.63646460e-02    
      2502 9.55808175e+01 9.80783547e+01 6.23769233e+00    
      2503 1.28781817e+02 1.30428047e+02 2.71007046e+00    
      2504 1.28533817e+02 1.35142047e+02 4.36686983e+01    
      2505 1.24802817e+02 1.29166280e+02 1.90398041e+01    
      2506 1.37670817e+02 1.38618222e+02 8.97576242e-01    
      2507 1.00076817e+02 9.27092691e+01 5.42807690e+01    
      2508 1.60233817e+02 1.37907015e+02 4.98486090e+02    
      2509 8.01078175e+01 7.98876339e+01 4.84808137e-02    
      2510 1.54487817e+02 1.42533638e+02 1.42902418e+02    
      2511 1.14208817e+02 1.16271734e+02 4.25562558e+00    
      2512 8.18438175e+01 8.34576885e+01 2.60457985e+00    
      2513 1.06751817e+02 1.09318991e+02 6.59038096e+00    
      2514 1.16490817e+02 1.25956559e+02 8.96002558e+01    
      2515 1.51278817e+02 1.43430999e+02 6.15882472e+01    
      2516 1.48724817e+02 1.54824493e+02 3.72060403e+01    
      2517 1.27670817e+02 1.27227895e+02 1.96180541e-01    
      2518 1.77779817e+02 1.65100288e+02 1.60770480e+02    
      2519 1.67895817e+02 1.55885818e+02 1.44240088e+02    
      2520 2.02596817e+02 2.00709420e+02 3.56227000e+00    
      2521 1.50009817e+02 1.52650414e+02 6.97274828e+00    
      2522 8.69588175e+01 9.17469523e+01 2.29262347e+01    
      2523 1.21435817e+02 1.28089141e+02 4.42667167e+01    
      2524 1.38590817e+02 1.39476468e+02 7.84376473e-01    
      2525 1.78655817e+02 1.80202230e+02 2.39139145e+00    
      2526 7.84738175e+01 8.48480354e+01 4.06306542e+01    
      2527 1.17670817e+02 1.18560091e+02 7.90808094e-01    
      2528 2.07138817e+02 2.23668314e+02 2.73224244e+02    
      2529 1.64402817e+02 1.56714314e+02 5.91130924e+01    
      2530 1.29491817e+02 1.23978034e+02 3.04018098e+01    
      2531 1.18547817e+02 1.21945139e+02 1.15417905e+01    
      2532 9.87258175e+01 8.93031150e+01 8.87873211e+01    
      2533 7.68018175e+01 7.98381899e+01 9.21955780e+00    
      2534 1.14109817e+02 1.16688274e+02 6.64843563e+00    
      2535 1.98293817e+02 1.98265603e+02 7.96029228e-04    
      2536 1.41289817e+02 1.32915094e+02 7.01359859e+01    
      2537 9.37738175e+01 9.32738163e+01 2.50001135e-01    
      2538 1.03985817e+02 1.06941838e+02 8.73805718e+00    
      2539 1.39826817e+02 1.47322752e+02 5.61890272e+01    
      2540 1.44141817e+02 1.44323340e+02 3.29503662e-02    
      2541 7.52538175e+01 7.77703781e+01 6.33307720e+00    
      2542 1.24863817e+02 1.24110264e+02 5.67843115e-01    
      2543 1.12373817e+02 1.08264951e+02 1.68827844e+01    
      2544 1.62634817e+02 1.63987539e+02 1.82985664e+00    
      2545 1.54143817e+02 1.56834166e+02 7.23797777e+00    
      2546 1.60504817e+02 1.56742785e+02 1.41528876e+01    
      2547 7.81518175e+01 7.80235419e+01 1.64546121e-02    
      2548 1.18503817e+02 1.13925584e+02 2.09602239e+01    
      2549 1.16691817e+02 1.13474536e+02 1.03508992e+01    
      2550 1.25275817e+02 1.18566025e+02 4.50213195e+01    
      2551 1.33608817e+02 1.29657792e+02 1.56105999e+01    
      2552 1.27433817e+02 1.30411114e+02 8.86429200e+00    
      2553 9.09908175e+01 8.95597745e+01 2.04788400e+00    
      2554 1.75685817e+02 1.78082164e+02 5.74247760e+00    
      2555 1.97572817e+02 2.17426062e+02 3.94151332e+02    
      2556 1.08782817e+02 1.04660500e+02 1.69935045e+01    
      2557 1.76118817e+02 1.83890786e+02 6.04034972e+01    
      2558 1.92237817e+02 1.78643386e+02 1.84808569e+02    
      2559 1.21688817e+02 1.38825740e+02 2.93674118e+02    
      2560 1.37647817e+02 1.31943197e+02 3.25426958e+01    
      2561 1.14158817e+02 1.18991495e+02 2.33547685e+01    
